SampleID,StationCode,FinalID,LifeStageCode,Distinct,BAResult
173343,Fitzhugh US/526FCUS05v1,Prodiamesinae,L,0,2
173343,Fitzhugh US/526FCUS05v1,Pteronarcys californica,L,0,3
173343,Fitzhugh US/526FCUS05v1,Rhithrogena,L,0,5
173343,Fitzhugh US/526FCUS05v1,Sialis,L,0,3
173343,Fitzhugh US/526FCUS05v1,Skwala americana,L,0,1
173343,Fitzhugh US/526FCUS05v1,Sperchon,X,0,1
173343,Fitzhugh US/526FCUS05v1,Tabanidae,L,0,1
173343,Fitzhugh US/526FCUS05v1,Tabanus,L,0,2
173343,Fitzhugh US/526FCUS05v1,Tanypodinae,L,0,66
173343,Fitzhugh US/526FCUS05v1,Torrenticola,X,0,1
173343,Fitzhugh US/526FCUS05v1,Tricorythodes,L,0,7
173343,Fitzhugh US/526FCUS05v1,Zaitzevia,L,0,19
173343,Fitzhugh US/526FCUS05v1,Zapada cinctipes,L,0,5
173344,Sac R at Shea Island/508SRSI01,Chironomidae,P,0,2
173344,Sac R at Shea Island/508SRSI01,Chironominae,L,0,398
173344,Sac R at Shea Island/508SRSI01,Clinocera,L,0,16
173344,Sac R at Shea Island/508SRSI01,Corixidae,A,0,34
173344,Sac R at Shea Island/508SRSI01,Gammarus,X,0,73
173344,Sac R at Shea Island/508SRSI01,Gumaga,L,0,1
173344,Sac R at Shea Island/508SRSI01,Helobdella stagnalis,X,0,4
173344,Sac R at Shea Island/508SRSI01,Hydrobiidae,X,0,1
173344,Sac R at Shea Island/508SRSI01,Lebertia,X,0,8
173344,Sac R at Shea Island/508SRSI01,Oligochaeta,X,0,69
173344,Sac R at Shea Island/508SRSI01,Orthocladiinae,L,0,12
173344,Sac R at Shea Island/508SRSI01,Turbellaria,X,0,16
173345,Yellow-1-US/518YCUS01v2,Ameletus,L,0,3
173345,Yellow-1-US/518YCUS01v2,Baetis,L,0,11
173345,Yellow-1-US/518YCUS01v2,Calineuria californica,L,0,7
173345,Yellow-1-US/518YCUS01v2,Capniidae,L,0,1
173345,Yellow-1-US/518YCUS01v2,Chironominae,L,0,4
173345,Yellow-1-US/518YCUS01v2,Cinygmula,L,0,92
173345,Yellow-1-US/518YCUS01v2,Dicranota,L,0,4
173345,Yellow-1-US/518YCUS01v2,Diura knowltoni,L,0,7
173345,Yellow-1-US/518YCUS01v2,Drunella doddsii,L,0,6
173345,Yellow-1-US/518YCUS01v2,Drunella grandis,L,0,6
173345,Yellow-1-US/518YCUS01v2,Epeorus,L,0,9
173345,Yellow-1-US/518YCUS01v2,Ephemerella dorothea/excrucians,L,0,71
173345,Yellow-1-US/518YCUS01v2,Glossosoma,L,0,7
173345,Yellow-1-US/518YCUS01v2,Gumaga,L,0,4
173345,Yellow-1-US/518YCUS01v2,Heterlimnius,L,0,10
173345,Yellow-1-US/518YCUS01v2,Hydropsyche,L,0,29
173345,Yellow-1-US/518YCUS01v2,Lebertia,X,0,10
173345,Yellow-1-US/518YCUS01v2,Lepidostoma,L,0,1
173345,Yellow-1-US/518YCUS01v2,Leptophlebiidae,L,0,4
173345,Yellow-1-US/518YCUS01v2,Malenka,L,0,25
173345,Yellow-1-US/518YCUS01v2,Megarcys subtruncata,L,0,1
173345,Yellow-1-US/518YCUS01v2,Micrasema,L,0,9
173345,Yellow-1-US/518YCUS01v2,Neophylax,L,0,24
173345,Yellow-1-US/518YCUS01v2,Optioservus,L,0,109
173345,Yellow-1-US/518YCUS01v2,Orohermes crepusculus,L,0,1
173345,Yellow-1-US/518YCUS01v2,Orthocladiinae,L,0,19
173345,Yellow-1-US/518YCUS01v2,Pericoma,L,0,33
173345,Yellow-1-US/518YCUS01v2,Perlinodes aurea,L,0,3
173345,Yellow-1-US/518YCUS01v2,Probezzia,L,0,2
173345,Yellow-1-US/518YCUS01v2,Protzia,X,0,1
173345,Yellow-1-US/518YCUS01v2,Pteronarcys californica,L,0,1
173345,Yellow-1-US/518YCUS01v2,Rhithrogena,L,0,14
173345,Yellow-1-US/518YCUS01v2,Rhyacophila betteni group,L,0,3
173345,Yellow-1-US/518YCUS01v2,Rhyacophila brunnea group,L,0,6
173345,Yellow-1-US/518YCUS01v2,Simulium,L,0,2
173345,Yellow-1-US/518YCUS01v2,Sweltsa,L,0,9
173345,Yellow-1-US/518YCUS01v2,Tanypodinae,L,0,2
173345,Yellow-1-US/518YCUS01v2,Torrenticola,X,0,10
173345,Yellow-1-US/518YCUS01v2,Yoraperla,L,0,15
173345,Yellow-1-US/518YCUS01v2,Zaitzevia,A,0,1
173345,Yellow-1-US/518YCUS01v2,Zaitzevia,L,0,17
173346,Sac R at Lake CA SC/508SRLC01,Acentrella,L,0,9
173346,Sac R at Lake CA SC/508SRLC01,Baetis,L,0,26
173346,Sac R at Lake CA SC/508SRLC01,Brachycentrus americanus,L,0,7
173346,Sac R at Lake CA SC/508SRLC01,Chironomidae,P,0,31
173346,Sac R at Lake CA SC/508SRLC01,Chironominae,L,0,191
173346,Sac R at Lake CA SC/508SRLC01,Claassenia sabulosa,L,0,4
173346,Sac R at Lake CA SC/508SRLC01,Clinocera,L,0,13
173346,Sac R at Lake CA SC/508SRLC01,Clitellata,X,0,1
173346,Sac R at Lake CA SC/508SRLC01,Dytiscidae,L,0,5
173346,Sac R at Lake CA SC/508SRLC01,Ephemerella,L,0,7
173346,Sac R at Lake CA SC/508SRLC01,Ephemerella dorothea/excrucians,L,0,86
173346,Sac R at Lake CA SC/508SRLC01,Ephemerellidae,L,0,1
173346,Sac R at Lake CA SC/508SRLC01,Gammarus,X,0,2
173346,Sac R at Lake CA SC/508SRLC01,Glossosoma,L,0,48
173346,Sac R at Lake CA SC/508SRLC01,Hydrobiidae,X,0,25
173346,Sac R at Lake CA SC/508SRLC01,Hydropsyche,L,0,28
173346,Sac R at Lake CA SC/508SRLC01,Hydroptila,L,0,10
173346,Sac R at Lake CA SC/508SRLC01,Hydroptilidae,L,0,3
173346,Sac R at Lake CA SC/508SRLC01,Isoperla,L,0,26
173346,Sac R at Lake CA SC/508SRLC01,Lebertia,X,0,31
173346,Sac R at Lake CA SC/508SRLC01,Lepidostoma,L,0,2
173346,Sac R at Lake CA SC/508SRLC01,Lymnaea,X,0,1
173346,Sac R at Lake CA SC/508SRLC01,Micrasema,L,0,2
173346,Sac R at Lake CA SC/508SRLC01,Narpus,L,0,1
173346,Sac R at Lake CA SC/508SRLC01,Nemata,X,0,1
173346,Sac R at Lake CA SC/508SRLC01,Oligochaeta,X,0,180
173346,Sac R at Lake CA SC/508SRLC01,Optioservus,L,0,2
173346,Sac R at Lake CA SC/508SRLC01,Oreodytes,A,0,1
173346,Sac R at Lake CA SC/508SRLC01,Orthocladiinae,L,0,11
173346,Sac R at Lake CA SC/508SRLC01,Pisidium,X,0,4
173346,Sac R at Lake CA SC/508SRLC01,Rhyacophila,P,0,13
173346,Sac R at Lake CA SC/508SRLC01,Simulium,L,0,13
173346,Sac R at Lake CA SC/508SRLC01,Stilobezzia,L,0,2
173346,Sac R at Lake CA SC/508SRLC01,Tanypodinae,L,0,10
173346,Sac R at Lake CA SC/508SRLC01,Tricorythodes,L,0,8
173347,Butt Creek 13/518SED013,Antocha monticola,L,0,2
173347,Butt Creek 13/518SED013,Baetis,L,0,1
173347,Butt Creek 13/518SED013,Calineuria californica,L,0,6
173347,Butt Creek 13/518SED013,Chironomidae,P,0,3
173347,Butt Creek 13/518SED013,Chironominae,L,0,9
173347,Butt Creek 13/518SED013,Drunella grandis,L,0,2
173347,Butt Creek 13/518SED013,Epeorus,L,0,6
173347,Butt Creek 13/518SED013,Ephemerella dorothea/excrucians,L,0,12
173347,Butt Creek 13/518SED013,Glossosoma,L,0,8
173347,Butt Creek 13/518SED013,Glutops,L,0,6
173347,Butt Creek 13/518SED013,Gumaga,L,0,4
173347,Butt Creek 13/518SED013,Heptageniidae,L,0,71
173347,Butt Creek 13/518SED013,Heterlimnius,L,0,3
173347,Butt Creek 13/518SED013,Hydropsyche,L,0,14
173347,Butt Creek 13/518SED013,Lepidostoma,L,0,405
173347,Butt Creek 13/518SED013,Neophylax,L,0,25
173347,Butt Creek 13/518SED013,Oligochaeta,X,0,1
173347,Butt Creek 13/518SED013,Optioservus,L,0,12
173347,Butt Creek 13/518SED013,Orohermes crepusculus,L,0,1
173347,Butt Creek 13/518SED013,Orthocladiinae,L,0,51
173347,Butt Creek 13/518SED013,Paraleptophlebia,L,0,1
173347,Butt Creek 13/518SED013,Pericoma,L,0,26
173347,Butt Creek 13/518SED013,Perlinodes aurea,L,0,2
173347,Butt Creek 13/518SED013,Plecoptera,L,0,2
173347,Butt Creek 13/518SED013,Probezzia,L,0,1
173347,Butt Creek 13/518SED013,Rhyacophila betteni group,L,0,6
173347,Butt Creek 13/518SED013,Rhyacophila brunnea group,L,0,2
173347,Butt Creek 13/518SED013,Sialis,L,0,1
173347,Butt Creek 13/518SED013,Testudacarus,X,0,10
173347,Butt Creek 13/518SED013,Trichoptera,P,0,2
173347,Butt Creek 13/518SED013,Zaitzevia,L,0,5
173347,Butt Creek 13/518SED013,Zapada,L,0,6
173348,Yellow-1-US/518YCUS01v3,Antocha monticola,L,0,1
173348,Yellow-1-US/518YCUS01v3,Baetis,L,0,46
173348,Yellow-1-US/518YCUS01v3,Calineuria californica,L,0,2
173348,Yellow-1-US/518YCUS01v3,Capniidae,L,0,2
173348,Yellow-1-US/518YCUS01v3,Chelifera,L,0,6
173348,Yellow-1-US/518YCUS01v3,Chironominae,L,0,77
173348,Yellow-1-US/518YCUS01v3,Cinygmula,L,0,11
173348,Yellow-1-US/518YCUS01v3,Dasyhelea,L,0,1
173348,Yellow-1-US/518YCUS01v3,Dicosmoecus,L,0,1
173348,Yellow-1-US/518YCUS01v3,Diphetor hageni,L,0,23
173348,Yellow-1-US/518YCUS01v3,Drunella,L,0,8
173348,Yellow-1-US/518YCUS01v3,Dytiscidae,L,0,2
173348,Yellow-1-US/518YCUS01v3,Epeorus,L,0,7
173348,Yellow-1-US/518YCUS01v3,Ephemerella tibialis,L,0,2
173348,Yellow-1-US/518YCUS01v3,Glossosoma,L,0,10
173348,Yellow-1-US/518YCUS01v3,Glutops,L,0,1
173348,Yellow-1-US/518YCUS01v3,Gumaga,L,0,3
173348,Yellow-1-US/518YCUS01v3,Heterlimnius,A,0,3
173348,Yellow-1-US/518YCUS01v3,Heterlimnius,L,0,7
173348,Yellow-1-US/518YCUS01v3,Hyalella,X,0,1
173348,Yellow-1-US/518YCUS01v3,Hydraena,A,0,2
173348,Yellow-1-US/518YCUS01v3,Hydropsyche,L,0,1
173348,Yellow-1-US/518YCUS01v3,Hydropsychidae,L,0,13
173348,Yellow-1-US/518YCUS01v3,Hydroptila,L,0,2
173348,Yellow-1-US/518YCUS01v3,Lebertia,X,0,1
173348,Yellow-1-US/518YCUS01v3,Leptophlebiidae,L,0,6
173348,Yellow-1-US/518YCUS01v3,Limnephilidae,L,0,3
173348,Yellow-1-US/518YCUS01v3,Limnesia,X,0,1
173348,Yellow-1-US/518YCUS01v3,Malenka,L,0,4
173348,Yellow-1-US/518YCUS01v3,Micrasema,L,0,9
173348,Yellow-1-US/518YCUS01v3,Neophylax,L,0,25
173348,Yellow-1-US/518YCUS01v3,Oligochaeta,X,0,1
173348,Yellow-1-US/518YCUS01v3,Onocosmoecus unicolor,L,0,1
173348,Yellow-1-US/518YCUS01v3,Optioservus,L,0,42
173348,Yellow-1-US/518YCUS01v3,Optioservus quadrimaculatus,A,0,3
173348,Yellow-1-US/518YCUS01v3,Orthocladiinae,L,0,184
173348,Yellow-1-US/518YCUS01v3,Pericoma,L,0,4
173348,Yellow-1-US/518YCUS01v3,Perlidae,L,0,3
173348,Yellow-1-US/518YCUS01v3,Perlodidae,L,0,2
173348,Yellow-1-US/518YCUS01v3,Petrophila,L,0,1
173348,Yellow-1-US/518YCUS01v3,Probezzia,L,0,5
173348,Yellow-1-US/518YCUS01v3,Rhyacophila arnaudi,L,0,1
173348,Yellow-1-US/518YCUS01v3,Rhyacophila betteni group,L,0,8
173348,Yellow-1-US/518YCUS01v3,Rhyacophila grandis group,L,0,2
173348,Yellow-1-US/518YCUS01v3,Sialis,L,0,7
173348,Yellow-1-US/518YCUS01v3,Simulium,L,0,10
173348,Yellow-1-US/518YCUS01v3,Sweltsa,L,0,4
173348,Yellow-1-US/518YCUS01v3,Tanypodinae,L,0,4
173348,Yellow-1-US/518YCUS01v3,Testudacarus,X,0,8
173348,Yellow-1-US/518YCUS01v3,Timpanoga hecuba,L,0,2
173348,Yellow-1-US/518YCUS01v3,Torrenticola,X,0,7
173348,Yellow-1-US/518YCUS01v3,Tricorythodes,L,0,1
173348,Yellow-1-US/518YCUS01v3,Wormaldia,L,0,1
173348,Yellow-1-US/518YCUS01v3,Yoraperla,L,0,1
173348,Yellow-1-US/518YCUS01v3,Zaitzevia,A,0,5
173348,Yellow-1-US/518YCUS01v3,Zaitzevia,L,0,7
173349,Fitzhugh US/526FCUS05v2,Antocha monticola,L,0,1
173349,Fitzhugh US/526FCUS05v2,Baetis,L,0,3
173349,Fitzhugh US/526FCUS05v2,Brachycentrus americanus,L,0,6
173349,Fitzhugh US/526FCUS05v2,Calineuria californica,L,0,21
173349,Fitzhugh US/526FCUS05v2,Callibaetis,L,0,3
173349,Fitzhugh US/526FCUS05v2,Chironominae,L,0,121
173349,Fitzhugh US/526FCUS05v2,Chrysops,L,0,1
173349,Fitzhugh US/526FCUS05v2,Coenagrionidae,L,0,1
173349,Fitzhugh US/526FCUS05v2,Diphetor hageni,L,0,19
173349,Fitzhugh US/526FCUS05v2,Dubiraphia,L,0,4
173349,Fitzhugh US/526FCUS05v2,Ephemerella dorothea/excrucians,L,0,11
173349,Fitzhugh US/526FCUS05v2,Eubrianax edwardsii,L,0,10
173349,Fitzhugh US/526FCUS05v2,Glossosoma,L,0,2
173349,Fitzhugh US/526FCUS05v2,Gumaga,L,0,5
173349,Fitzhugh US/526FCUS05v2,Helicopsyche,L,0,36
173349,Fitzhugh US/526FCUS05v2,Hyalella,X,0,1
173349,Fitzhugh US/526FCUS05v2,Hydropsyche,L,0,28
173349,Fitzhugh US/526FCUS05v2,Lepidostoma,L,0,4
173349,Fitzhugh US/526FCUS05v2,Leptophlebiidae,L,0,5
173349,Fitzhugh US/526FCUS05v2,Limnophila,L,0,1
173349,Fitzhugh US/526FCUS05v2,Lymnaea,X,0,1
173349,Fitzhugh US/526FCUS05v2,Margaritifera falcata,X,0,2
173349,Fitzhugh US/526FCUS05v2,Microcylloepus,L,0,8
173349,Fitzhugh US/526FCUS05v2,Oligochaeta,X,0,5
173349,Fitzhugh US/526FCUS05v2,Optioservus,L,0,11
173349,Fitzhugh US/526FCUS05v2,Optioservus quadrimaculatus,A,0,17
173349,Fitzhugh US/526FCUS05v2,Orthocladiinae,L,0,77
173349,Fitzhugh US/526FCUS05v2,Oxyethira,L,0,1
173349,Fitzhugh US/526FCUS05v2,Petrophila,L,0,1
173349,Fitzhugh US/526FCUS05v2,Pisidium,X,0,80
173349,Fitzhugh US/526FCUS05v2,Planorbidae,X,0,2
173349,Fitzhugh US/526FCUS05v2,Polycentropus,L,0,8
173349,Fitzhugh US/526FCUS05v2,Probezzia,L,0,6
173349,Fitzhugh US/526FCUS05v2,Sialis,L,0,5
173349,Fitzhugh US/526FCUS05v2,Simulium,L,0,6
173349,Fitzhugh US/526FCUS05v2,Skwala americana,L,0,5
173349,Fitzhugh US/526FCUS05v2,Stenelmis,A,0,1
173349,Fitzhugh US/526FCUS05v2,Stictotarsus,A,0,1
173349,Fitzhugh US/526FCUS05v2,Tanypodinae,L,0,14
173349,Fitzhugh US/526FCUS05v2,Tricorythodes,L,0,10
173349,Fitzhugh US/526FCUS05v2,Zaitzevia,A,0,16
173349,Fitzhugh US/526FCUS05v2,Zaitzevia,L,0,54
173349,Fitzhugh US/526FCUS05v2,Zapada,L,0,5
173350,Red Clover Creek-Crocker Mtn./518PS0089,Astacidae,X,0,4
173350,Red Clover Creek-Crocker Mtn./518PS0089,Baetis,L,0,7
173350,Red Clover Creek-Crocker Mtn./518PS0089,Caenis,L,0,1
173350,Red Clover Creek-Crocker Mtn./518PS0089,Chironomidae,P,0,11
173350,Red Clover Creek-Crocker Mtn./518PS0089,Chironominae,L,0,468
173350,Red Clover Creek-Crocker Mtn./518PS0089,Coenagrion,L,0,1
173350,Red Clover Creek-Crocker Mtn./518PS0089,Corixidae,A,0,6
173350,Red Clover Creek-Crocker Mtn./518PS0089,Corydalidae,L,0,1
173350,Red Clover Creek-Crocker Mtn./518PS0089,Hyalella,X,0,8
173350,Red Clover Creek-Crocker Mtn./518PS0089,Hydroptilidae,L,0,1
173350,Red Clover Creek-Crocker Mtn./518PS0089,Lebertia,X,0,6
173350,Red Clover Creek-Crocker Mtn./518PS0089,Orthocladiinae,L,0,23
173350,Red Clover Creek-Crocker Mtn./518PS0089,Oxyethira,L,0,1
173350,Red Clover Creek-Crocker Mtn./518PS0089,Sciomyzidae,L,0,2
173350,Red Clover Creek-Crocker Mtn./518PS0089,Sphaerium,X,0,2
173350,Red Clover Creek-Crocker Mtn./518PS0089,Tanypodinae,L,0,8
173351,Fitzhugh DS/526PS0396,Antocha monticola,L,0,5
173351,Fitzhugh DS/526PS0396,Argia,L,0,4
173351,Fitzhugh DS/526PS0396,Baetis,L,0,75
173351,Fitzhugh DS/526PS0396,Brachycentrus americanus,L,0,25
173351,Fitzhugh DS/526PS0396,Calineuria californica,L,0,3
173351,Fitzhugh DS/526PS0396,Chironominae,L,0,32
173351,Fitzhugh DS/526PS0396,Clinocera,L,0,3
173351,Fitzhugh DS/526PS0396,Dasyhelea,L,0,1
173351,Fitzhugh DS/526PS0396,Diphetor hageni,L,0,30
173351,Fitzhugh DS/526PS0396,Drunella,L,0,76
173351,Fitzhugh DS/526PS0396,Dubiraphia,L,0,3
173351,Fitzhugh DS/526PS0396,Epeorus,L,0,21
173351,Fitzhugh DS/526PS0396,Ephemerella dorothea/excrucians,L,0,30
173351,Fitzhugh DS/526PS0396,Eubrianax edwardsii,L,0,9
173351,Fitzhugh DS/526PS0396,Glossosoma,L,0,11
173351,Fitzhugh DS/526PS0396,Gumaga,L,0,2
173351,Fitzhugh DS/526PS0396,Hydropsyche,L,0,25
173351,Fitzhugh DS/526PS0396,Hydroptilidae,L,0,1
173351,Fitzhugh DS/526PS0396,Lebertia,X,0,24
173351,Fitzhugh DS/526PS0396,Lepidostoma,L,0,2
173351,Fitzhugh DS/526PS0396,Lymnaea,X,0,1
173351,Fitzhugh DS/526PS0396,Optioservus,L,0,22
173351,Fitzhugh DS/526PS0396,Optioservus quadrimaculatus,A,0,7
173351,Fitzhugh DS/526PS0396,Orthocladiinae,L,0,91
173351,Fitzhugh DS/526PS0396,Probezzia,L,0,1
173351,Fitzhugh DS/526PS0396,Rhyacophila,L,0,1
173351,Fitzhugh DS/526PS0396,Rhyacophila arnaudi,L,0,2
173351,Fitzhugh DS/526PS0396,Rhyacophila betteni group,L,0,1
173351,Fitzhugh DS/526PS0396,Simulium,L,0,6
173351,Fitzhugh DS/526PS0396,Stictotarsus,A,0,1
173351,Fitzhugh DS/526PS0396,Tanypodinae,L,0,5
173351,Fitzhugh DS/526PS0396,Zaitzevia,A,0,42
173351,Fitzhugh DS/526PS0396,Zaitzevia,L,0,11
173352,Fitzhugh US/526FCUS05v3,Ameletus,L,0,1
173352,Fitzhugh US/526FCUS05v3,Baetis,L,0,87
173352,Fitzhugh US/526FCUS05v3,Brachycentrus americanus,L,0,22
173352,Fitzhugh US/526FCUS05v3,Calineuria californica,L,0,16
173352,Fitzhugh US/526FCUS05v3,Callibaetis,L,0,4
173352,Fitzhugh US/526FCUS05v3,Chironomidae,P,0,7
173352,Fitzhugh US/526FCUS05v3,Chironominae,L,0,58
173352,Fitzhugh US/526FCUS05v3,Chrysops,L,0,7
173352,Fitzhugh US/526FCUS05v3,Clinocera,L,0,2
173352,Fitzhugh US/526FCUS05v3,Culicoides,L,0,3
173352,Fitzhugh US/526FCUS05v3,Dasyhelea,L,0,8
173352,Fitzhugh US/526FCUS05v3,Dicranota,L,0,1
173352,Fitzhugh US/526FCUS05v3,Diphetor hageni,L,0,47
173352,Fitzhugh US/526FCUS05v3,Dubiraphia,L,0,1
173352,Fitzhugh US/526FCUS05v3,Dytiscidae,L,0,1
173352,Fitzhugh US/526FCUS05v3,Enallagma,L,0,8
173352,Fitzhugh US/526FCUS05v3,Epeorus,L,0,14
173352,Fitzhugh US/526FCUS05v3,Ephemerella dorothea/excrucians,L,0,68
173352,Fitzhugh US/526FCUS05v3,Ephemerella tibialis,L,0,1
173352,Fitzhugh US/526FCUS05v3,Eubrianax edwardsii,L,0,16
173352,Fitzhugh US/526FCUS05v3,Glossosoma,L,0,1
173352,Fitzhugh US/526FCUS05v3,Gumaga,L,0,5
173352,Fitzhugh US/526FCUS05v3,Helicopsyche,L,0,2
173352,Fitzhugh US/526FCUS05v3,Heptageniidae,L,0,5
173352,Fitzhugh US/526FCUS05v3,Hexatoma,L,0,5
173352,Fitzhugh US/526FCUS05v3,Hydropsyche,L,0,4
173352,Fitzhugh US/526FCUS05v3,Lebertia,X,0,1
173352,Fitzhugh US/526FCUS05v3,Lepidostoma,L,0,1
173352,Fitzhugh US/526FCUS05v3,Leptophlebiidae,L,0,2
173352,Fitzhugh US/526FCUS05v3,Microcylloepus,L,0,4
173352,Fitzhugh US/526FCUS05v3,Oligochaeta,X,0,23
173352,Fitzhugh US/526FCUS05v3,Optioservus,L,0,8
173352,Fitzhugh US/526FCUS05v3,Optioservus quadrimaculatus,A,0,10
173352,Fitzhugh US/526FCUS05v3,Orthocladiinae,L,0,28
173352,Fitzhugh US/526FCUS05v3,Perlidae,L,0,10
173352,Fitzhugh US/526FCUS05v3,Pisidium,X,0,48
173352,Fitzhugh US/526FCUS05v3,Polycentropus,L,0,2
173352,Fitzhugh US/526FCUS05v3,Probezzia,L,0,1
173352,Fitzhugh US/526FCUS05v3,Pteronarcys californica,L,0,1
173352,Fitzhugh US/526FCUS05v3,Simulium,L,0,22
173352,Fitzhugh US/526FCUS05v3,Tanypodinae,L,0,39
173352,Fitzhugh US/526FCUS05v3,Testudacarus,X,0,1
173352,Fitzhugh US/526FCUS05v3,Tricorythodes,L,0,1
173352,Fitzhugh US/526FCUS05v3,Zaitzevia,A,0,41
173352,Fitzhugh US/526FCUS05v3,Zaitzevia,L,0,54
