SAMPLE	TYPE	HV_UPPERPLATTE	SR_BIGHORNS	VMV	GM	SM	SR	SFLR	BBF	BH	HV	SEP	NEP	WB	BenCollDate	MeanDailyMinTemp_LOG	MeanDailyMaxTemp_LOG	MeanAnnPrecip_LOG	pH_LOG	temp_LOG	CHL_LOG	SO4_LOG	EC_LOG	NITRATE_LOG	TP_LOG	TSS_LOG	TURB_LOG	DO_LOG	OPEN_WATER	ICE_SNOW	D_OPEN	D_LOW	D_MEDIUM	D_HIGH	D_ALL	BARREN	D_FOREST	E_FOREST	MIX_FOREST	SHRUB_SCRUB	GRASS	PAS_HAY	CUL_CROP	D_CULCROP	W_WETLAND	H_WETLAND	G_CH_MAJ	G_NU_MAJ	UGN	ALK_LOG	MRC	MRE	MRW	NGP	WHP	LAT	LONG	ELV_LOG	W_LOG
284	C	0	0	1	0	0	0	0	0	0	0	0	0	0	9/9/1997	2.680335513	3.051923916	4.715058561	0.959041392	0.991226076	0.77815125	1.041392685	1.991226076	0.041392685	0.041392685	0.62324929	0.447158031	1.10720997	0	0.002003253	0	0	0	0	0	0.978724805	0.025821357	1.774567329	0.002502626	1.367861604	1.048732095	0	0	0	0.100391739	0.051086704	2	1	0	1.72427587	0	0	1	0	0	44.495	-109.9330556	3.823474229	1.478566501
294	C	0	0	1	0	0	0	0	0	0	0	0	0	0	9/9/1997	2.633468456	3.044147621	4.770513277	0.973127854	1.041392685	0.77815125	1.041392685	1.934498451	0.041392685	0.041392685	0.477121255	0.397940009	1.10720997	0.007965361	0.029657709	0.079009299	0.000730191	0	0	0.079618117	0.673593408	0.043287878	1.558853392	0.023074952	1.621690229	1.310541836	0.006630769	0	0.079618117	0.060154435	0.066560634	2	1	0	1.653212514	0	0	1	0	0	44.50305556	-109.9605556	3.824776462	2.050766317
299	C	0	0	0	0	0	0	0	0	0	0	0	0	1	8/14/1997	2.810904281	3.043755127	4.874603565	0.908485019	1.079181246	0.77815125	1.041392685	2.240549248	0.041392685	0.041392685	0.477121255	0.431363764	1.008600172	0	0	0	0	0	0	0	0	0.730992465	1.897077155	0.047843486	1.126608267	0.77538059	0.027088514	0	0	0.057277607	0.020790447	1	1	0	1.954242509	0	0	0	0	0	41.26972222	-107.1991667	3.892094603	1.02938377
300	C	0	0	0	0	0	0	0	0	0	0	0	0	1	8/13/1997	2.926342447	3.092018471	4.714312991	0.973127854	1.301029996	0.77815125	1.278753601	2.635483747	0.041392685	0.041392685	1.176091259	1.255272505	0.991226076	0.003218978	0	0	0	0	0	0	0	0.212072574	0.764288353	0.003218978	1.961794919	0.598306023	0	0	0	0.034534017	0.28260383	5	1	0	2.204119983	0	0	0	0	0	41.44277778	-107.4483333	3.857332496	1.164352867
312	C	0	0	0	0	1	0	0	0	0	0	0	0	0	9/10/1997	2.760422483	3.062957834	4.753452828	0.929418926	1.152288344	0.77815125	1.041392685	1.462397998	0.041392685	0.041392685	0.477121255	0.181843588	0.977723605	0.419032157	0.060408722	0	0	0	0	0	0.327220472	0.631407353	1.700569532	0.067667506	1.409886455	1.3099595	0.054209412	0	0	0.072386217	0.017976549	1	1	0	1.397940009	0	0	1	0	0	42.72972222	-108.8588889	3.852479994	1.884228761
317	C	0	1	0	1	0	0	0	0	0	0	0	0	0	9/12/1997	2.699837726	2.812913357	4.81580347	0.934498451	0.892094603	0.77815125	1.041392685	1.72427587	0.041392685	0.041392685	0.477121255	0.602059991	0.986771734	0	0	0.184411195	0	0.068492779	0	0.230408094	0	0.088466616	1.765371622	0	1.333201944	1.338393256	0	0	0.230408094	0.170090924	0	1	1	1	1.544068044	1	0	0	0	0	44.10694444	-107.09	3.94792362	0.963787818
322	C	0	0	0	0	1	0	0	0	0	0	0	0	0	9/17/1997	2.596597096	3.024074987	4.696478708	0.982271233	1.136720567	0.77815125	2	2.688419822	0.041392685	0.041392685	0.903089987	0.579783597	0.939519253	0	0	0	0	0	0	0	0	0.117540015	1.61349898	0	1.719264081	0.963064251	0	0	0	0.01913501	0	5	1	0	2.311753861	0	0	1	0	0	42.28861111	-110.4286111	3.86332286	0.819543929
337	C	0	0	0	0	0	0	0	0	1	0	0	0	0	10/3/1997	2.999565488	3.172602931	4.705350463	0.939519253	1.08278537	1.113943352	3.068556895	3.353339095	0.301029996	0.041392685	0.84509804	0.662757832	0.934498451	0	0	0.090668155	0.016183827	0.001888087	0	0.105335612	0.009094777	0.194212669	1.661048261	0	1.412170211	1.468289476	0.026223503	0	0.105335612	0.233831967	0.119523845	5	3	0	2.418301291	0	0	0	1	0	44.54833333	-104.1313889	3.553883027	1.745855201
355	C	0	0	0	0	1	0	0	0	0	0	0	0	0	10/16/1997	2.776701184	3.028977705	4.877503803	0.954242509	0.633468456	0.77815125	1.806179974	2.544068044	0.041392685	0.041392685	0.477121255	0.278753601	1.049218023	0	0	0	0	0	0	0	0	0.456914949	1.790720581	0.184177622	1.520090184	0.75446041	0.012794046	0	0	0.006444135	0	5	1	0	2.301029996	0	0	1	0	0	42.845	-110.8788889	3.816903839	1.152288339
357	C	0	1	0	0	0	0	0	1	0	0	0	0	0	10/16/1997	2.970811611	3.159266331	4.508395033	0.977723605	0.84509804	0.77815125	1.113943352	2.428134794	0.041392685	0.041392685	0.698970004	0.146128036	1.071882007	0	0	0	0	0	0	0	0.010192941	0.01270423	1.325227596	0	1.481912053	1.706622053	0	0	0	0.131567597	0.08820961	5	1	0	2.204119983	1	0	0	0	0	43.6025	-106.905	3.712649702	1.960946203
358	C	0	0	0	0	0	0	1	0	0	0	0	0	0	10/16/1997	2.667452953	3.019946682	4.719322999	0.939519253	0.903089987	0.77815125	1.041392685	1.763427994	0.041392685	0.041392685	0.903089987	0.447158031	1.004321374	0.280719113	0	0.073137373	0.003268415	0	0	0.075900829	0.022004533	0.687274096	1.934874125	0.044608762	0.43696483	0.875861378	0.006253786	0	0.075900829	0.353651263	0.106426231	1	1	0	1.698970004	0	0	0	0	0	41.07583333	-106.3022222	3.915927212	1.879669223
359	C	0	1	0	0	0	0	0	1	0	0	0	0	0	10/16/1997	2.970811611	3.159266331	4.508395033	0.977723605	0.838849091	0.77815125	1.079181246	2.436162647	0.041392685	0.041392685	0.698970004	0.146128036	1.079181246	0	0	0	0	0	0	0	0.010192941	0.01270423	1.325227596	0	1.481912053	1.706622053	0	0	0	0.131567597	0.08820961	5	1	0	2.204119983	1	0	0	0	0	43.60138889	-106.9094444	3.713490543	1.960470792
360	C	0	1	0	0	0	1	0	0	0	0	0	0	0	10/22/1997	2.63748973	3.037426498	4.737375549	0.944482672	0.653212514	0.77815125	1.041392685	2.309630167	0.041392685	0.041392685	0.954242509	0.414973348	1.012837225	0.032471984	0	0.253310007	0.260772082	0.008899333	0	0.420867323	0	1.05067223	1.865162757	0.944217455	0.830315761	0.272930836	0	0	0.420867323	0.36253531	0	1	1	0	2.204119983	0	0	1	0	0	41.03005	-110.4742639	3.827692289	2.230448921
361	C	1	0	0	0	0	0	0	0	0	0	0	0	1	10/20/1997	2.90579588	3.12904506	4.411804831	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0.093234144	0.000285084	0.226073411	0.045896034	0.004750647	0.000162928	0.256669212	0.055529203	0.628472588	1.54953213	0.044234265	1.653960845	0.935514309	0.847935146	0.032637712	0.275045218	0.403857985	0.424969781	2	1	0	2.149219	0	0	0	0	0	41.58888889	-106.9594444	3.820792381	3.518777069
364	C	0	0	0	0	0	0	0	0	1	0	0	0	0	10/21/1997	2.996949248	3.105510185	4.838609848	0.95568775	1.037426498	0.77815125	1.477121255	2.411619706	0.041392685	0.041392685	0.301029996	0.041392685	1.029383778	0	0	0	0	0	0	0	0	0.238902638	1.961908844	0.906829276	0.296547689	0.186018809	0.023984809	0	0	0	0.010155122	2	1	0	2.096910013	0	1	0	0	0	44.41305556	-104.0958333	3.700703717	0.919078102
367	C	0	0	0	0	1	0	0	0	0	0	0	0	0	9/17/1997	2.534026106	3.001733713	4.753590718	0.982271233	1.149219113	0.77815125	1.414973348	2.480006943	0.041392685	0.041392685	0.477121255	0.342422681	0.934498451	0	0	0	0	0	0	0	0.076691527	0.060157275	1.796169868	0.011222077	1.446488584	1.049204416	0.010922559	0.005798899	0.005798899	0.181234803	0.138960278	5	1	0	2.204119983	0	0	1	0	0	42.40638889	-110.5608333	3.892094603	1.699837713
368	C	0	0	1	0	0	0	0	0	0	0	0	0	0	8/26/1997	2.609594409	3	4.658154547	0.973127854	1.167317335	0.77815125	1.041392685	2.294466226	0.041392685	0.041392685	0.477121255	0.301029996	0.986771734	0.029631093	0	0	0	0	0	0	0.425922732	0.022701821	1.872807618	0	1.230379648	0.957165617	0	0	0	0.125839362	0.080393898	2	1	0	2.079181246	0	0	1	0	0	44.91777778	-110.1105556	3.837588438	1.466867609
379	C	0	0	0	0	0	0	0	0	1	0	0	0	0	10/2/1997	2.843232778	3.090258053	4.769620994	0.963787827	1.079181246	0.77815125	1.041392685	2.580924976	0.041392685	0.041392685	0.903089987	0.505149978	1.017033339	0	0	0.194202044	0.059904678	0	0	0.233447103	0	0.147691416	1.952021862	0.014358387	0.603249952	0.917322126	0.002184255	0	0.233447103	0	0.011168888	5	3	0	2.397940009	0	1	0	0	0	44.25277778	-104.1783333	3.733999287	1.69019608
381	C	0	0	0	0	0	0	0	0	1	0	0	0	0	10/15/1997	2.905256049	3.054613055	4.823448145	0.949390007	0.653212514	0.77815125	1.204119983	2.372912003	0.041392685	0.041392685	0.301029996	0.342422681	1.053078443	0	0	0	0	0	0	0	0	0	1.941912183	1.110921911	0.338507791	0	0	0	0	0	0.155088312	2	1	0	2.113943352	0	1	0	0	0	44.36861111	-104.0869444	3.766412847	0.255272505
391	C	0	0	0	0	0	1	1	0	0	0	0	0	1	10/6/1997	2.915927212	3.072617477	4.659298055	1	1.127104798	0.77815125	1.041392685	2.416640507	0.041392685	0.041392685	0.477121255	0.531478917	1.004321374	0.001747631	0	0	0	0	0	0	0	0.036643209	0.723833506	0	1.886070625	1.231186868	0.004355962	0	0	0.319174287	0.551871447	5	1	0	2.204119983	0	0	0	0	0	42.52916667	-106.2472222	3.843232778	1.583198765
632	C	0	1	0	1	0	0	0	0	0	0	0	0	0	8/5/1998	2.748962861	2.906873535	4.850241767	0.939519253	1.089905111	0.77815125	1.041392685	1.584331224	0.041392685	0.041392685	0.477121255	0.414973348	0.949390007	0	0	0	0	0	0	0	0	0.022478211	1.939090344	0	1.154465331	0.245857708	0	0	0	0	0	1	1	0	1.477121255	1	0	0	0	0	44.75787222	-107.4363306	3.903089987	0.49136168
638	C	0	1	0	0	0	1	0	0	0	0	0	0	0	9/28/1998	3.009025742	3.133219457	4.586069443	0.954242509	1.130333768	1.832508913	1.748188027	1.763427994	0.041392685	0.041392685	0.84509804	0.342422681	1.008600172	0	0	0	0	0	0	0	0	0.260871245	1.80211156	0	1.326633677	1.21419636	0.084244556	0	0	0.294291265	0	1	1	0	1.77815125	1	0	0	0	0	44.36444167	-106.8136472	3.730782276	1.161368002
639	C	1	1	0	0	0	0	0	0	0	1	0	0	0	10/2/1998	2.976808337	3.15075644	4.603631462	0.986771734	1.120573931	0.77815125	1.707570176	2.604226053	0.041392685	0.041392685	0.602059991	0.342422681	1.025305865	0	0	0	0	0	0	0	0	0.622407262	1.690152292	0	1.295888822	1.385989715	0.65195529	0.241604696	0.241604696	0.452295212	0.220743951	5	1	0	1.903089987	1	0	0	0	0	44.52911667	-106.8189528	3.668385917	1.326335877
645	C	0	1	0	1	0	0	0	0	0	0	0	0	0	9/18/1998	2.799340549	2.988558957	4.655138435	0.929418926	1.056904851	0.77815125	1.041392685	1.683047038	0.041392685	0.041392685	0.477121255	0.301029996	0.982271233	0.291301411	0.00278042	0	0	0	0	0	0.072293972	0.220174153	1.600731491	0	1.36236334	1.581642158	0	0	0	0.045506936	0.004992009	1	1	1	1.602059991	1	0	0	0	0	44.32090833	-106.9505861	3.864511081	1.413299758
646	C	0	1	0	1	0	0	0	0	0	0	0	0	0	9/18/1998	2.799340549	2.988558957	4.655138435	0.934498451	1.056904851	0.77815125	1.041392685	1.681241237	0.041392685	0.041392685	0.477121255	0.298853076	0.986771734	0.277144884	0.002598489	0	0	0	0	0	0.067901127	0.212220509	1.604766888	0	1.352896514	1.583222713	0	0	0	0.070124475	0.015865562	1	1	1	1.477121255	1	0	0	0	0	44.32104722	-106.9506028	3.864511081	1.421603921
652	C	0	1	0	1	0	0	0	0	0	0	0	0	0	9/15/1998	2.767155866	2.947433722	4.696819273	0.954242509	1.103803721	0.77815125	1.041392685	1.859738566	0.041392685	0.041392685	0.477121255	0.602059991	0.977723605	0	0	0.376227748	0.096961366	0	0	0.419664172	0	0.617766951	1.909736633	0	0.916918777	0.933806109	0.011692575	0	0.419664172	0.009765543	0.039616736	1	1	1	1.740362689	1	0	0	0	0	44.18931389	-106.9247417	3.90579588	0.903089987
653	C	0	1	0	1	0	0	0	0	0	0	0	0	0	9/15/1998	2.765668555	2.930949031	4.712287639	0.919078092	1.089905111	0.77815125	1.041392685	1.859738566	0.041392685	0.041392685	0.477121255	0.447158031	0.995635195	0	0	0	0	0	0	0	0	0.530693574	1.917747175	0	0.985520182	0.913179121	0	0	0	0	0	1	1	1	1.698970004	1	0	0	0	0	44.19956667	-106.9415694	3.914871818	0.812913357
657	C	0	1	0	1	0	0	0	0	0	0	0	0	0	9/30/1998	2.683947131	2.889861721	4.834516073	0.949390007	0.963787827	0.77815125	1.041392685	1.31386722	0.041392685	0.041392685	0.477121255	0.178976947	0.995635195	0.462079981	0.247112302	0	0	0	0	0	0.130693524	0.227197637	1.675088122	0	1.163416626	1.572076745	0	0	0	0.030311914	0	1	1	1	1.477121255	1	0	0	0	0	44.45150556	-107.0479667	3.940765436	1.453318334
679	C	0	0	0	0	0	0	0	0	1	0	0	0	0	9/10/1998	2.957607287	3.064457989	4.869501603	0.942504106	1.271841607	0.77815125	1.041392685	2.155336037	0.041392685	0.041392685	0.77815125	0.544068044	0.966141733	0	0	0	0	0	0	0	0	0.702297948	1.876173414	0	1.216470421	0.842705227	0	0	0	0	0.129094696	2	1	0	1.903089987	0	1	0	0	0	44.505	-104.4324111	3.757396029	0.176091259
685	C	1	0	0	0	0	0	0	0	0	1	0	0	0	10/23/1998	2.911157609	3.162265614	4.446971865	0.968482949	0.86923172	0.77815125	1.579783597	2.463892989	0.041392685	0.041392685	0.84509804	0.394451681	1.04060234	0.260461804	0.007182855	0.114003467	0.006437941	0	0	0.118963495	0.091655259	0.692427289	1.551833596	0.029966178	1.711525253	0.950700256	0.064288876	0	0.118963495	0.305407994	0.149279528	1	1	0	2.113943352	0	0	1	0	0	42.69141667	-108.6638028	3.748188027	2.058046242
732	C	1	0	0	0	0	0	0	0	0	1	0	0	0	10/6/1998	2.968949681	3.155943018	4.672771877	0.929418926	0.924279286	0.77815125	1.041392685	2.67669361	0.041392685	0.041392685	0.477121255	0.342422681	1.079181246	0.29943139	0.13025294	0.062511191	0.016960607	0	0	0.077236174	0.140347641	0.358185102	1.822330771	0	1.072091001	1.314466635	0.137040363	0.042342874	0.11295568	0.144283413	0.030867922	5	2	0	2.414973348	0	0	0	1	0	44.61900833	-106.8431639	3.639486489	0.770852019
761	C	0	1	0	0	0	1	0	0	0	0	0	0	0	9/17/1998	2.672097858	3.006466042	4.940317222	0.959041392	1.193124598	0.77815125	1.041392685	1.852479994	0.041392685	0.041392685	0.477121255	0.136720567	0.992553518	0	0	0	0	0	0	0	0	0.765029573	1.851985932	0	1.128414656	1.009713878	0.395867	0	0	0.46311054	0	1	1	0	1.544068044	0	0	0	0	0	41.00703056	-106.816	3.922465945	1.429752274
829	C	0	1	0	0	1	0	0	0	0	0	0	0	0	9/28/1999	2.949877704	3.105169428	4.611298362	0.982271233	0.301029996	0.77815125	1.041392685	1.819543936	0.041392685	0.041392685	0.477121255	0.204119983	1.110926242	0.181474936	0.003441841	0.13438055	0.054276036	0.002782063	0	0.176723424	0.040210403	0.196948043	1.746795998	0	1.261145096	1.431192825	0	0	0.176723424	0.090598729	0.005677616	1	1	1	1.602059991	1	0	0	0	0	44.32327778	-106.825575	3.757396029	2.058805487
834	C	1	1	0	0	0	0	0	0	0	1	0	0	0	9/8/1999	2.92788341	3.149219113	4.678891512	0.986771734	1.041392685	0.77815125	1.041392685	2.532754379	0.041392685	0.041392685	0.84509804	0.130333768	1.059563418	0	0	0	0	0	0	0	0	0.178880411	1.63621997	0	1.511795328	1.274597028	0.101901147	0.065757899	0.065757899	0.920270476	0.062153475	5	1	0	2.267171728	1	0	0	0	0	44.77768611	-107.1762444	3.73239376	0.462398012
856	C	0	0	1	0	0	0	0	0	0	0	0	0	0	8/31/1999	2.611723308	2.993876915	4.819306983	0.968482949	1.049218023	0.77815125	1.041392685	1.924279286	0.041392685	0.041392685	0.477121255	0.086359831	1.015359755	0.014761452	0.039264519	0	0	0	0	0	0.3588268	0.060400527	1.827989641	0	1.242515025	1.221392523	0	0	0	0.005496975	0	1	1	0	1.77815125	0	0	1	0	0	44.51313889	-109.9732806	3.829946696	1.281033376
928	C	1	0	0	0	0	0	0	0	0	1	0	0	0	10/5/1999	2.44870632	3.023663918	4.476759192	0.932980822	1.103803721	0.77815125	1.041392685	2.401400541	0.041392685	0.041392685	0.477121255	0.173186268	1.033825694	0.569557165	0	0.107542213	0.000896338	0	0	0.1082421	0.00983917	0.775079519	1.383504698	0.072754794	1.7295428	0.291703845	1.048998414	0	0.1082421	0.397308365	0.639964926	1	1	0	2.204119983	0	0	0	0	0	42.90770556	-109.9238889	3.860338007	1.905256057
1007	C	0	1	0	0	1	0	0	0	0	0	0	0	0	9/12/2000	2.808885867	2.957607287	4.7998848	0.982271233	1.130333768	0.77815125	1.079181246	2.45484486	0.041392685	0.041392685	1.041392685	0.491361694	9999	0	0	0.448355546	0.119855468	0	0	0.49492637	0.017272354	0.01633059	1.548904807	0	1.606918707	1.383747403	0	0	0.49492637	0.208872203	0.056809526	1	1	0	2.344392274	1	0	0	0	0	44.57694444	-107.5452778	3.862191031	1.195899647
1029	C	0	0	0	0	0	0	0	0	0	0	0	0	1	10/3/2000	2.977723605	3.161667412	4.417753934	0.949390007	1.08278537	0.954242509	1.851258349	2.718501689	0.041392685	0.041392685	0.77815125	0.426511261	0.979548375	0	0	0	0	0	0	0	0.006291498	0.123644455	0.88941354	0.011612605	1.892342104	1.142085097	0.028045132	0	0	0.431864088	0.340917232	5	1	0	2.149219113	0	0	0	0	0	42.30210833	-106.9608139	3.763353109	1.222716466
1040	C	0	1	0	0	0	1	0	0	0	0	0	0	0	9/27/2000	2.563481085	2.816903839	4.932184477	0.924279286	0.886490725	0.77815125	1.041392685	1.707570176	0.041392685	0.041392685	0.477121255	0.519827994	0.980911938	0	0	0.122301751	0	0	0	0.122301751	0	0.817274057	1.911458896	0	0	0.967365951	0	0	0.122301751	0.782446205	0.085233957	3	1	0	1.322219295	0	0	0	0	0	41.213	-106.291925	3.984122083	0.447158024
1076	C	0	0	0	0	0	0	0	0	1	0	0	0	0	9/17/2001	2.820857989	3.045322979	4.807582378	0.973127854	1.049218023	0.77815125	1.041392685	2.63748973	0.041392685	0.041392685	0.477121255	0.423245874	9999	0	0	0	0	0	0	0	0	0	1.983133255	0.042931234	0.309425351	0.668974548	0	0	0	0	0	5	3	0	2.399673721	0	1	0	0	0	44.08166667	-104.0588889	3.782544284	1.056904837
1082	C	0	0	0	0	1	0	0	0	0	0	0	0	0	8/28/2001	2.725911632	3.021189299	4.728402485	0.969881644	0.875061263	0.77815125	1.176091259	2.181843588	0.041392685	0.041392685	0.477121255	0.079181246	1.039414119	0	0	0	0	0	0	0	0	0	1.899058833	0	1.001305277	1.13700673	0	0	0	0	0	2	1	0	1.819543936	0	0	1	0	0	44.71605278	-109.588375	3.834929096	3.840419778
1094	C	0	1	0	0	0	0	0	1	0	0	0	0	0	8/22/2001	2.985426474	3.148602655	4.475816413	0.982271233	1.170261715	0.77815125	1.176091259	2.488550717	0.041392685	0.041392685	0.477121255	0.301029996	0.986771734	0	0	0.073118342	0.001195855	0	0	0.074129114	0.050797562	0.057842233	1.676504489	0	1.549479972	1.288876506	0.004171166	0	0.074129114	0.053452723	0.017217531	5	1	0	2.149219113	1	0	0	0	0	44.98676944	-108.1009472	3.655234507	1.859138316
1119	C	0	1	0	0	0	1	0	0	0	0	0	0	0	9/13/2001	2.693726949	3	4.7478389	0.967079734	0.986771734	0.77815125	1.041392685	1.977723605	0.041392685	0.041392685	0.477121255	0.117271296	0.976808337	0.079149319	0	0	0	0	0	0	0.120263537	0.779523532	1.887592571	0.0801847	0.248079662	1.196187638	0.036256551	0	0	0.424977187	0.263674304	1	1	0	1.748188027	0	0	0	0	0	41.57673889	-106.2297361	3.894094427	1.77815125
1193	C	0	0	0	0	1	0	0	0	0	0	0	0	0	9/25/2000	2.682145076	2.960946196	4.860146276	0.962842681	0.934498451	0.77815125	1.342422681	2.496929648	0.041392685	0.041392685	0.477121255	9999	0.995635195	0.007896481	0	0	0	0	0	0	0	0.183094483	1.755374224	0	1.447405111	1.224287027	0	0	0	0.24216841	0	5	1	0	2.149219113	0	0	1	0	0	42.25416667	-110.7297222	3.898780013	1.440909088
1226	C	0	0	0	0	0	0	0	0	0	0	0	0	1	9/24/2001	2.645422269	3.097951071	4.320354033	0.968015714	1.257678575	0.954242509	1.880813592	2.67669361	0.041392685	0.041392685	0.698970004	0.77524626	1.007747778	0.004632211	0	0	0	0	0	0	0.281498568	0.263728602	1.29044506	0.012101649	1.791854848	1.199841596	0.470421658	0.000377431	0.000377431	0.414039589	0.139634365	5	1	0	2.281033367	0	0	0	0	0	42.09743056	-110.1912667	3.819609733	2.301029996
1294	C	0	0	0	0	0	0	0	0	0	0	0	1	0	9/23/2002	2.958085849	3.169674434	4.645078235	0.971275849	1.146128036	1.612783857	2.913283902	3.275541688	0.041392685	0.041392685	0.477121255	0.372912003	1.067814511	0.164484952	0	0.240825607	0.102654266	0.062428021	0.008950237	0.339086324	0.269638375	0.034170518	1.065765187	0.000207166	1.480766083	1.757155937	0.12818165	0.204109748	0.444532886	0.088573263	0.074745626	5	2	0	2.324282455	0	0	0	1	0	44.75277778	-104.4905556	3.56110138	3.468642668
1314	C	0	0	0	0	1	0	0	0	0	0	0	0	0	8/7/2002	2.603144373	3.000867722	4.945197682	0.968482949	1.149219113	0.77815125	1.041392685	2.267171728	0.041392685	0.041392685	0.477121255	0.342422681	0.949390007	0.118792564	0	0	0	0	0	0	0.009521733	0.126239193	1.502773447	0.276022548	1.780541896	0.83087264	0.012889502	0	0	0.349072845	0.350782171	1	1	0	1.959041392	0	0	1	0	0	43.95189167	-110.4138444	3.85247999	1.707570176
1360	C	0	1	0	1	0	0	0	0	0	0	0	0	0	8/4/2003	2.686636269	2.877371346	4.80022891	0.949877704	1.212187604	0.77815125	1.041392685	1.630427875	0.041392685	0.041392685	0.477121255	0.26245109	0.922206277	0.168002395	0.017732387	0	0	0	0	0	0.04304317	0.138327378	1.310070894	0	1.368321829	1.759756759	0	0	0	0.236127137	0	1	1	0	1.322219295	1	0	0	0	0	44.27187778	-107.0130472	3.94190877	0.698970004
1377	C	0	0	0	0	0	0	0	0	0	0	1	0	0	10/15/2003	3.019531685	3.215108581	4.604571623	0.975891136	0.959041392	0.84509804	1.113943352	2.545307116	0.041392685	0.041392685	0.477121255	0.155336037	1.039414119	0.005144431	0	0.152866866	0.025275142	0	0	0.170794823	0.028728615	0	0.021579946	0	1.278033554	1.902553375	0.077169461	0.39111092	0.468762802	0.144398088	0.166522324	5	1	0	2.257678575	0	0	0	0	1	41.61624167	-104.6168917	3.7126497	2.247948729
1419	C	0	1	0	0	1	0	0	0	0	0	0	0	0	9/4/2003	2.580924976	2.835056102	4.856160735	0.958563883	0.812913357	0.77815125	1.041392685	2.444044796	0.079181246	0.041392685	0.698970004	0.250420002	1.034227261	0	0	0.365912665	0	0.0095935	0	0.370069758	0.037609474	0.02543131	1.665099074	0	1.584519606	1.223521629	0	0	0.370069758	0.03849812	0.006737636	5	1	0	2.206825876	1	0	0	0	0	44.75550278	-107.6330944	3.91434316	1.45331834
1458	C	0	0	0	0	1	0	0	0	0	0	0	0	0	9/14/2004	2.692846919	3.009450896	4.611797631	0.899273187	1.017033339	0.77815125	1.041392685	1.681241237	0.041392685	0.041392685	0.698970004	0.250420002	0.983175072	0.64533978	0.741880624	0	0	0	0	0	0.74476216	0.231617514	1.24054594	0.172103619	1.350380916	1.693472873	0.015972348	0	0	0.030212203	0.011729559	1	1	1	1.32221929	0	0	1	0	0	43.42777778	-109.5583333	3.87506126	1.64542228
1465	C	1	0	0	0	0	0	0	0	0	1	0	0	1	7/29/2004	2.913283902	3.12904506	4.417421867	0.985426474	1.311753861	0.77815125	1.770852012	2.617000341	0.041392685	0.041392685	1.041392685	0.95568775	0.918554531	0.094971496	0.000238966	0.20609651	0.042057392	0.003985445	0.000136568	0.235153795	0.078187201	0.588583452	1.479509083	0.039258785	1.691296324	1.063342195	0.783684377	0.027520029	0.25137899	0.367960443	0.403348357	2	1	0	2.149219	0	0	0	0	0	41.638478	-106.940186	3.818226	3.554731
1478	C	0	0	0	0	0	1	1	0	0	0	0	0	0	10/14/2004	2.913813852	3.085647288	4.712194969	0.94792362	0.851258349	0.77815125	1.041392685	2.117271296	0.041392685	0.041392685	0.77815125	0.352182518	1.02325246	0.001406104	0	0.213163458	0	0	0	0.213163458	0	0.127268981	1.705765913	0	1.686418106	0.145377323	0	0	0.213163458	0.264185305	0.153365234	1	1	0	1.78532984	0	0	0	0	0	42.40694444	-105.6241667	3.82052985	1.69983771
1482	C	0	1	0	1	0	0	0	0	0	0	0	0	0	9/14/2004	2.649334859	2.765668555	4.876962202	0.904715545	0.86332286	0.77815125	1.041392685	1.322219295	0.041392685	0.041392685	0.602059991	0.264817823	1.056142262	0.056461134	0	0	0	0	0	0	0	0.09080457	1.193761294	0	1.676181906	1.591675637	0	0	0	0.178041458	0	1	1	0	1.04139269	1	0	0	0	0	44.415	-107.3841667	3.96284268	0.95424251
1488	C	1	1	0	0	0	0	0	0	0	1	0	0	0	10/6/2004	2.924795996	3.139564266	4.690408744	0.974511693	9999	0.77815125	1.73239376	2.976349979	9999	0.041392685	1.113943352	0.779596491	9999	0	0	0.275946467	0.153931986	0.133747048	0	0.427128097	0.07115049	0.05992667	1.916017736	0	1.011498239	0.919003691	0	0	0.427128097	0.006971968	0	1	1	0	2.20682588	1	0	0	0	0	44.80916667	-107.2891667	3.65127801	0.62324927
1514	C	1	0	0	0	0	0	0	0	0	1	0	0	1	8/9/2000	2.730782276	3.056142262	4.591265004	0.952792443	1.276461804	0.77815125	1.113943352	2.164352856	0.041392685	0.041392685	0.698970004	0.376576957	0.893761762	0.121361265	0	0.141929135	0.012592839	0.001121233	0	0.151840117	0.19212279	0.359569139	0.981565074	0.03412187	1.9219652	0.653004619	0.007893524	0	0.151840117	0.318514035	0.414300204	1	1	0	1.785329835	0	0	0	0	0	42.40638889	-108.5336111	3.854366778	2.646403726
1531	C	1	0	0	0	0	0	0	0	0	1	0	0	0	9/15/2004	2.786751422	3.086715664	4.433417777	1.1430148	0.990782692	0.77815125	1.041392685	2.1430148	0.041392685	0.041392685	0.698970004	0.399673721	0.975891136	0.027693274	0.080728343	0	0	0	0	0	1.141396607	0.174009062	1.544664375	0.087701371	1.535865434	1.287048569	0.005299984	0	0	0.108440459	0.045100502	2	1	0	1.74818803	0	0	1	0	0	43.55638889	-109.4766667	3.83250891	2.32428246
