SAMPLE	TYPE	Acari	Baetis	Brachycentrus_americanus	Capniidae	Chloroperlidae	Cinygmula	Cleptelmis	D_coloradensis_flavilinea	D_grandis_spinifera	Ephemerella	Heterlimnius	Hexatoma	Micrasema	Micropsectra	Nematoda	Orthocladius	Pericoma	R_brunnea	Simulium	Sphaeriidae	Taeniopterygidae	Turbellaria	Zapada_cinctipes	Ceratopogoninae	Dicranota	Diphetor	Dolophilodes	Doroneuria	Drunella_doddsi	Naididae	Oligophlebodes	Pagastia	Paraleptophlebia	Parapsyche	Prosimulium	R_betteni	Ameletus	Diamesa	Epeorus	Hydrobaenus	Tvetenia	Zapada_oregonensis	Chelifera	Cricotopus_Nostococladius	Rheotanytarsus	Stempellina	Acentrella	Atherix	Claassenia	Hesperoperla	Lepidostoma	Optioservus	Pteronarcys	R_coloradensis	Rhithrogena	Zaitzevia	Antocha	Eukiefferiella	Hydropsyche	Neothremma	Glossosoma	R_pellisa	Brillia	Megarcys	Polypedilum	Serratella	Arctopsyche	Clinocera	Pteronarcella	Skwala	Parorthocladius	R_hyalinata	Apatania	Narpus	Potthastia	Brachycentrus_occidentalis	Wiedemannia	Cladotanytarsus	Ochrotrichia	Agraylea	Hydroptila	Rheocricotopus	Corynoneura	Tanytarsus	Enchytraeidae	Neophylax	Heptagenia_Nixe	Agapetus	Helicopsyche	Isoperla	Microcylloepus	Physidae	Protoptila	Thienemannimyia	Tipula	Tricorythodes	Petrophila	Coenagrionidae	Dubiraphia	Microtendipes	Nectopsyche	Oecetis	Psychomyiidae	Parametriocnemus	Cheumatopsyche	Malenka	Dixidae	Gomphidae	Hyalella	Ancylidae	Dytiscidae	Gammarus	Hemerodromia	Thienemanniella	Cricotopus_bicinctus	Caenis	Stempellinella	Chaetocladius	Caudatella	Zapada_columbiana	Cricotopus_trifascia	Sublettea	Fallceon_quilleri	Pisidiidae	Cricotopus_Cricotopus
230	C	31	7	16	0	23	0	0	0	1	9	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	6	0	17	4	18	0	0	0	5	1	0	0	0	0	0	0	0	0	1	1	3	0	13	9	0	0	38	37	0	2	6	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	31	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	C	3	26	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	9	0	0	3	1	0	9	3	2	0	0	4	1	2	0	5	0	3	75	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	34	0	0	10	0	0	0	3	0	8	20	0	3	0	0	0	0	27	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
233	C	29	67	0	0	24	4	1	0	0	1	24	0	17	2	0	1	5	4	18	0	1	0	7	0	0	0	0	0	19	0	0	12	2	0	0	0	6	2	6	0	1	0	0	0	0	0	0	0	0	2	0	0	0	4	4	0	0	1	0	0	1	1	0	0	0	1	22	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	C	6	14	1	1	22	15	10	1	0	12	5	1	24	4	0	0	5	1	0	1	0	0	0	0	1	1	0	0	0	0	5	3	14	0	0	0	0	0	0	0	21	1	0	31	0	1	0	0	1	0	0	18	0	0	30	28	0	2	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	C	9	65	9	0	8	3	0	0	1	2	9	0	7	6	0	0	1	2	2	0	0	0	3	0	1	0	1	0	4	0	91	4	2	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0	1	0	3	2	0	0	7	1	0	1	0	2	1	0	0	0	4	0	3	0	0	1	0	0	0	0	1	0	0	0	0	21	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
236	C	7	68	0	0	16	1	0	0	0	1	16	1	5	3	1	9	1	8	7	0	2	0	19	0	0	0	15	0	34	0	0	14	0	0	0	0	0	11	4	0	2	0	0	0	0	0	0	0	0	1	0	1	0	6	2	0	0	10	0	0	0	2	0	1	0	1	22	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237	C	26	27	8	0	50	2	0	0	1	6	37	3	2	3	0	1	2	4	0	0	0	0	5	0	1	0	0	0	18	0	1	4	0	0	0	0	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	37	3	0	1	0	1	1	5	0	0	0	0	31	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
238	C	25	20	42	0	12	0	0	0	1	9	1	1	0	3	1	0	1	0	0	23	0	0	0	0	0	0	0	0	1	16	23	2	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	1	0	40	3	0	1	22	11	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
248	C	18	0	0	1	0	0	1	0	17	40	0	0	3	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	26	7	0	0	0	1	0	0	0	4	0	0	30	0	0	0	0	0	1	31	13	0	0	11	0	0	13	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	3	1	0	3	0	0	1	0	0	0	1	0	0	0	0	8	0	2	0	4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
250	C	0	62	0	0	1	3	0	0	0	23	0	0	0	1	0	3	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	0	0	12	7	0	0	53	0	0	11	80	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
251	C	4	11	0	1	1	0	0	0	0	104	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	22	3	17	11	0	0	61	0	0	0	28	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
253	C	7	8	0	0	0	0	0	0	3	8	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	20	0	0	0	2	0	0	80	15	0	4	4	2	6	4	19	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
267	C	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	16	29	0	0	2	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0
282	C	11	13	6	0	4	18	0	1	3	3	0	0	0	0	0	24	1	0	1	0	27	1	7	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	104	0	0	3	0	0	0	0	0	0	0	6	45	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
284	C	14	68	0	0	3	1	0	4	0	1	0	2	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	14	0	11	0	0	13	0	0	0	0	37	0	1	27	0	0	0	0	0	0	0	0	0	0	0	1	40	0	0	2	0	0	0	0	0	7	0	1	0	1	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0
294	C	4	34	0	0	7	10	0	0	26	10	0	0	0	0	1	2	0	0	1	0	14	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	1	0	4	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
299	C	4	71	0	0	30	0	0	0	0	0	0	0	30	9	0	0	0	0	38	0	0	0	0	0	0	0	0	0	32	0	0	13	0	0	0	0	0	0	4	0	10	0	0	2	0	0	0	0	0	0	0	7	0	0	0	7	0	2	1	0	18	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	C	3	91	0	29	0	0	0	0	0	0	0	2	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	33	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	70	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
311	V	0	11	1	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	1	0	0	0	1	0	0	13	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	114	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	94	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	C	9	12	0	0	20	7	0	0	0	3	1	0	12	0	0	1	0	0	0	0	0	0	5	0	0	0	5	1	7	0	29	0	0	0	0	0	5	0	7	0	0	1	2	0	0	0	0	4	0	2	0	12	0	5	22	0	0	0	27	0	77	0	0	0	0	0	17	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	V	2	1	2	0	1	0	0	0	10	39	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	5	0	10	53	0	2	23	21	0	1	52	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
317	C	3	1	26	0	19	36	9	0	16	5	86	2	10	3	0	14	0	6	0	2	0	0	5	0	0	2	0	5	0	0	0	1	11	1	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	C	2	57	6	0	1	3	4	0	0	0	21	0	16	0	0	3	0	2	5	3	0	1	66	0	1	0	0	0	0	0	9	0	10	1	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	6	0	38	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	C	6	8	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	89	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	22	0	0	0	1	0	5	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
355	C	7	1	2	0	2	10	0	6	0	0	1	0	0	2	0	17	0	0	0	0	51	7	1	0	0	0	2	0	33	0	1	0	0	11	1	1	1	16	2	0	0	62	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	2	0	3	0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
357	C	1	70	0	0	2	0	0	0	0	52	0	0	0	2	0	27	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	19	0	0	0	0	0	0	0	1	2	0	0	4	17	0	0	19	3	2	1	7	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	23	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
358	C	0	2	9	0	13	9	0	0	4	58	0	0	9	2	0	1	1	1	0	0	0	0	4	0	0	1	0	0	6	0	0	0	10	0	0	0	6	0	11	0	0	0	0	1	2	0	0	0	0	0	65	21	0	0	15	7	1	0	21	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
359	C	0	83	0	0	6	0	0	0	0	50	0	0	0	1	0	32	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	25	0	1	0	0	0	0	0	0	2	0	1	6	27	0	0	10	0	6	2	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360	C	4	30	23	1	6	47	0	0	10	2	1	1	0	1	1	20	11	3	0	0	1	0	0	2	0	2	0	0	2	4	9	8	6	0	0	0	2	0	8	0	0	0	2	0	1	0	0	0	1	0	9	8	0	2	3	16	0	0	16	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
361	C	0	22	0	1	0	0	2	0	0	14	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	5	0	0	4	7	0	0	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	1	0	7	45	1	0	0	0	0	24	3	0	0	1	1	0	1	0	55	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
364	C	0	57	0	1	24	0	0	0	0	0	0	1	11	16	0	15	0	2	0	0	0	0	20	0	0	7	1	0	0	0	0	3	6	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	4	1	3	4	0	0	0	7	0	49	36	0	0	0	0	0	2	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
367	C	4	16	33	0	9	3	1	0	17	26	1	1	5	0	0	13	0	0	2	0	0	0	3	0	0	0	0	0	25	0	8	0	2	0	0	0	0	0	2	0	0	0	0	49	0	0	0	4	0	0	1	7	0	0	14	0	3	1	0	0	23	0	0	0	0	0	19	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	C	7	30	0	0	7	8	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	C	1	3	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	1	103	3	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	16	0	0	0	0	0	0	0	0	0	1	0	2	8	0	7	16	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
381	C	0	47	0	0	30	0	0	0	0	0	0	2	0	0	0	0	19	0	41	0	0	0	0	0	2	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	75	0	0	0	14	0	0	15	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	C	0	72	1	22	0	0	0	0	2	1	0	0	0	0	0	2	0	0	126	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	1	4	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	V	0	30	0	2	5	0	0	0	2	66	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	15	0	0	1	5	0	0	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	1	15	0	0	3	1	0	4	0	0	0	4	0	1	11	0	10	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	V	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	3	0	2	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	203	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
622	V	1	23	2	1	9	1	0	0	0	26	0	0	3	0	0	7	5	5	1	0	0	1	14	0	0	0	1	1	0	0	8	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	154	7	0	0	7	1	0	0	13	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
632	C	5	55	0	0	8	5	0	9	14	0	50	0	47	1	0	0	0	2	7	0	0	0	4	0	0	0	0	8	15	0	0	3	0	2	0	0	0	3	1	0	8	4	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	16	2	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
635	V	5	11	4	0	0	3	23	0	1	5	15	0	0	3	1	5	0	1	0	10	0	1	3	0	0	3	0	1	0	0	0	11	6	0	2	0	0	0	0	0	3	0	0	10	5	0	0	0	0	0	0	0	0	0	1	0	0	161	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638	C	8	41	10	0	10	3	1	0	0	9	4	0	11	0	2	0	1	13	37	1	0	0	12	0	1	0	3	6	8	0	12	0	0	0	0	0	1	0	0	0	0	0	1	4	1	0	0	0	0	1	18	21	0	4	19	0	2	0	25	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639	C	0	5	6	0	2	0	1	0	0	14	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	23	42	0	0	0	3	0	1	45	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
645	C	6	34	0	1	10	9	0	1	4	0	12	0	26	4	0	5	3	3	0	0	0	5	33	0	0	0	0	9	8	0	0	1	0	8	0	1	0	0	0	0	0	0	1	1	4	0	0	0	0	0	3	0	0	0	37	0	0	2	0	46	12	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646	C	4	75	1	1	6	8	1	0	6	0	20	0	17	2	1	6	7	1	0	0	0	5	35	0	0	0	0	8	8	1	1	2	0	5	0	0	1	0	0	0	1	1	0	11	2	0	0	0	0	0	1	0	0	0	13	0	2	3	0	26	7	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
652	C	3	1	1	0	0	1	0	0	1	0	0	0	39	1	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	6	0	7	3	0	0	0	1	0	0	0	0	0	0	201	4	0	0	0	0	1	1	1	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
653	C	3	2	39	0	0	0	0	0	16	2	16	0	33	1	0	7	0	0	0	1	0	0	1	0	0	1	0	0	0	0	9	21	7	0	0	0	0	1	0	0	0	0	4	94	0	1	0	0	0	0	0	1	0	0	0	0	1	6	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657	C	1	16	0	1	9	15	0	0	0	2	59	0	15	4	0	3	0	4	0	4	0	0	21	0	0	0	3	9	27	0	0	2	0	5	0	0	0	0	21	1	0	0	2	28	3	0	0	0	0	2	1	0	0	4	3	0	10	4	0	0	12	0	0	0	0	0	0	0	0	1	3	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	C	1	17	0	5	9	0	0	0	0	0	0	0	0	1	0	2	0	0	9	5	0	0	58	1	0	4	0	0	0	0	0	8	45	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	5	51	0	0	0	26	1	2	27	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
685	C	5	2	0	0	2	0	0	0	7	57	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	6	42	0	0	11	8	10	0	8	0	88	0	0	0	0	0	0	0	5	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
724	V	4	1	0	0	0	0	2	0	7	5	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	88	38	1	0	5	8	1	0	82	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
